graph_id,graph_id_2
TA1309000030,TA1305000014
17660,15648
337,15442
655,TA1309000015
TA1305000011,KA1503000043
13303,TA1305000025
13124,13263
13224,TA1306000013
13073,
TA1306000003,TA1307000151
13157,KA1503000043
13430,KA1503000015
17660,13132
13229,13179
TA1309000018,KA1504000103
13022,TA1309000025
21544,TA1308000031
TA1305000029,13017
13102,TA1308000029
13263,TA1307000061
TA1306000029,13080
KP1705001026,13271
TA1309000010,TA1308000009
KA1503000027,KA1503000001
768,KA1503000071
TA1307000144,TA1309000021
WL-012,chargingstx4
TA1309000021,13109
15667,TA1309000042
TA1309000033,TA1307000041
TA1307000134,15571
636,23003
13196,13136
TA1307000142,13235
13303,TA1307000061
13073,13080
514,RP-007
TA1307000149,TA1309000049
13124,TA1307000143
15622,KA1504000158
TA1307000144,TA1307000150
15541,15534
KA1504000149,13059
TA1305000014,13338
631,13332
TA1309000049,623
KA1504000117,13197
13150,SL-005
13432,chargingstx3
,595
13063,TA1307000113
13271,TA1309000050
TA1305000014,632
KA1504000113,16010
13042,TA1306000026
15576,TA1306000008
637,17660
KA1503000022,KA1504000126
TA1305000006,15530
13341,TA1307000070
17660,TA1308000021
KA1504000139,13197
TA1309000049,TA1307000041
13288,13247
13243,TA1305000014
KA17018068,13137
TA1309000012,TA1307000144
20254.0,TA1306000009
KA1503000044,KA17018054
TA1309000058,KA1504000135
TA1309000059,TA1306000032
1038,
TA1308000029,13409
TA1307000113,13296
KA1504000134,TA1309000023
TA1305000010,SL-012
415,631
TA1309000035,KA1504000160
15578,TA1307000126
KA1503000043,13276
13263,TA1307000128
13265,13016
13303,TA1307000128
13133,13258
13056,20251.0
18062,TA1306000025
KA17018068,13143
KA1504000097,KA1504000096
TA1309000043,TA1309000026
13068,KA1504000090
TA1309000037,TA1307000160
13431,KA1503000012
KA1503000012,chargingstx3
13016,KA1503000004
TA1307000139,TA1307000130
13134,KA1503000012
TA1305000029,638
13427,13016
15644,13146
TA1309000033,13136
658,15664
13257,13248
TA1305000005,TA1305000035
13063,13154
13071,13253
13271,KA17018054
13319,13138
13353,18003
TA1306000032,TA1307000001
TA1306000025,TA1305000009
15571,TA1309000035
TA1309000004,13158
13196,623
TA1309000002,13056
TA1309000027,13249
15535,KA1504000135
13158,15535
KA1503000012,TA1305000004
TA1307000128,TA1305000003
13164,SL-012
13242,13266
KA1504000114,KA1504000114
TA1309000039,15640
TA1308000019,13253
13137,13258
chargingstx5,TA1309000042
13434,TA1305000030
TA1307000117,13157
13163,13006
TA1309000014,15621
13150,TA1305000006
202480.0,13192
810,
TA1305000025,636
13028,13022
KA1706005007,13135
TA1305000020,15530
637,13017
KA1504000130,KA1504000167
TA1307000005,13285
TA1309000058,13071
TA1308000029,KA1503000015
TA1308000050,KA1503000043
13332,13285
TA1307000119,13229
TA1307000038,13017
13248,13021
638,13085
SL-010,13128
TA1307000111,13289
LF-005,13108
TA1306000014,TA1308000001
15628,TA1308000001
310,309
15655,643
13256,15645
KA1504000133,13137
chargingstx1,TA1307000115
TA1307000131,TA1306000013
13221,TA1307000006
WL-008,TA1306000009
15539,624
TA1307000127,438
KA150400009X,TA1307000111
13304,13150
13133,13191
638,SL-006
TA1309000025,13042
13224,331
13058,13296
13128,TA1307000006
13037,chargingstx3
TA1309000006,13021
TA1309000033,13288
202480.0,TA1309000025
13006,13224
TA1305000005,13163
KA1706005007,13134
TA1305000039,18058
20252.0,13128
TA1309000024,TA1307000151
15539,WL-011
TA1306000013,TA1305000005
15530,TA1307000149
623,SL-007
TA1309000033,TA1305000037
TA1307000041,TA1307000128
20251.0,TA1306000007
TA1309000043,TA1307000006
TA1307000163,TA1309000059
KA1504000135,TA1307000120
KA1504000103,13134
13434,13157
TA1307000066,16010
13156,13021
TA1307000134,13085
13160,13341
TA1307000115,TA1307000062
TA1308000001,KA1503000041
TA1305000034,WL-011
,15442
20251.0,15534
13290,637
13045,TA1309000019
,TA1309000036
chargingstx5,13257
KA1504000106,15655
TA1308000049,KA1503000012
15529,KA1504000135
TA1307000117,TA1305000041
KA1504000135,TA1308000005
13196,13263
KA1504000079,TA1309000058
KA1503000029,KA1503000023
TA1308000049,TA1306000015
13084,TA1308000005
TA1309000066,TA1309000026
TA1309000049,TA1305000037
TA1305000034,TA1305000005
15622,TA1306000006
TA1307000128,TA1307000107
TA1306000029,TA1305000035
,TA1307000117
624,SL-010
13021,13006
13154,13389
SL-007,TA1309000002
TA1305000041,TA1309000033
13081,13084
TA1307000121,TA1307000131
13259,631
TA1307000150,TA1307000006
654,KP1705001026
13050,TA1307000130
TA1309000023,13108
13085,396
TA1308000019,TA1307000166
13192,13323
13138,TA1308000013
TA1305000011,13033
13155,KA1503000043
15539,TA1305000005
428,13242
13138,13332
13033,TA1305000022
TA1309000055,TA1308000013
13157,13033
13216,TA1309000037
391,
13084,KA1504000139
KA1503000022,TA1309000027
18067,13085
13290,TA1305000032
TA1308000013,TA1309000001
TA1309000023,13224
13242,13259
15445,
TA1307000159,13099
TA1305000041,13063
13034,20246.0
TA1309000033,13263
13323,TA1307000064
13011,13242
TA1307000142,TA1308000031
TA1307000044,13150
654,13353
13022,13194
657,13073
13017,13257
15571,13137
638,20251.0
317,397
TA1307000158,TA1307000158
13278,13196
13022,TA1309000039
KA1504000133,chargingstx1
TA1307000039,13084
KA1504000106,13256
324,326
13242,TA1308000006
TA1307000117,13156
13037,13409
TA1307000062,TA1309000029
TA1309000037,TA1308000009
18062,654
13006,13056
13124,TA1307000041
TA1307000142,TA1307000153
13197,13045
TA1307000128,TA1308000012
13194,
,15576
TA1309000039,13379
13196,13288
TA1307000156,KA1504000146
TA1309000019,13008
KA1503000043,TA1305000041
15631,13056
TA1309000025,15546
TA1307000039,13248
620,TA1309000008
TA1309000010,13102
TA1305000005,15575
TA1309000058,TA1307000117
TA1309000036,TA1309000024
13224,TA1305000032
13154,TA1305000014
KA1504000135,13021
TA1307000039,KA1504000116
13156,TA1307000120
TA1309000041,13022
TA1309000023,13050
13221,TA1305000029
TA1307000041,13338
TA1307000166,18017
TA1308000001,21544
16010,KA1504000090
KA1503000045,651
13075,13150
TA1309000033,13033
647,KA1503000011
TA1308000029,TA1305000035
TA1305000005,13409
16920,16920
TA1307000041,632
RP-008,TA1309000066
638,13427
18067,TA1309000030
15653,TA1308000005
15535,TA1307000117
13022,TA1307000166
KA1504000140,13136
929,929
TA1308000046,TA1307000140
13045,TA1307000061
358,15644
16991,KA1503000012
TA1307000006,13259
,301
TA1309000055,TA1307000005
TA1308000019,13194
TA1308000050,13235
TA1306000006,TA1306000032
13071,13294
KA1504000079,TA1306000009
TA1309000019,TA1309000061
WL-012,KA1504000079
KA1504000116,13146
KA1503000064,TA1309000043
13150,15544
13068,TA1307000127
13138,TA1307000005
13248,TA1307000120
TA1308000019,TA1309000039
13157,13263
KA1503000044,TA1307000124
TA1308000005,13073
TA1306000015,TA1307000111
13271,TA1307000001
TA1307000139,TA1307000139
13036,TA1306000009
TA1305000022,TA1308000050
TA1309000035,TA1309000035
TA1305000011,13263
331,18069
13289,TA1309000019
TA1305000032,chargingstx1
KP1705001026,15530
13191,TA1309000036
13001,TA1307000131
TA1307000150,RN-
15571,KA1504000160
TA1305000037,13132
TA1305000032,KA17018068
TA1307000062,13156
13128,TA1305000029
TA1308000019,KA1503000022
13028,TA1307000136
TA1307000127,TA1309000027
13257,18058
202480.0,331
TA1309000061,13137
13278,TA1307000126
TA1309000043,TA1305000029
13278,23003
TA1305000032,KA1503000072
15443,13265
TA1305000029,TA1306000002
TA1307000107,13307
13269,632
660,KA1504000146
TA1305000029,TA1305000003
TA1309000050,15642
13248,TA1308000005
23003,15535
13341,13323
LP-,13277
604,
23003,TA1309000008
TA1306000032,TA1309000061
13102,SL-008
KA1504000076,TA1307000048
TA1309000019,KA17018054
TA1307000064,638
TA1306000026,13133
13290,331
13056,13430
KA1503000005,KA1503000038
TA1307000134,TA1309000030
22001,TA1309000004
13021,15529
651,651
KA1503000041,TA1307000151
TA1309000021,13108
TA1306000029,TA1308000001
TA1308000019,15634
TA1305000003,TA1306000026
20254.0,TA1309000043
TA1305000041,TA1305000022
13196,13033
TA1305000032,13143
TA1308000022,RP-009
KA1503000043,13156
TA1305000003,15541
,13071
15550,KA1503000043
13073,KA1503000015
13319,13006
13224,637
15442,KA1503000040
TA1305000029,TA1305000002
357,966
KA1503000071,TA1309000011
13398,951
13430,
13068,TA1306000013
TA1307000121,KA1706005007
13074,RP-008
13165,13037
TA1307000131,15539
13033,TA1309000033
16010,637
TA1305000009,15640
13006,13050
15654,KA1504000090
13008,13150
13191,TA1307000117
13011,TA1307000151
TA1309000061,chargingstx1
20246.0,TA1307000151
KA1504000127,15621
TA1306000029,KA1503000015
TA1307000062,TA1305000041
TA1309000025,TA1309000049
13265,13296
KA1504000080,KA1504000155
13081,13248
13022,SL-005
13099,13285
chargingstx5,15632
TA1309000036,15621
13323,13132
KA1504000126,13325
WL-012,TA1306000003
,15550
13056,TA1305000009
TA1307000144,TA1307000127
TA1305000030,SL-008
TA1307000143,TA1308000031
13156,TA1305000017
18017,13243
TA1309000008,13300
KA1503000064,TA1309000004
18003,KA1504000117
WL-012,TA1307000142
13081,TA1309000064
23001,TA1305000022
15535,15442
TA1306000013,TA1309000023
TA1309000058,TA1309000036
TA1305000005,KA1504000133
13037,13080
15651,13154
15546,15443
620,15535
TA1309000025,TA1308000022
15631,13061
021320,
KA1706005007,TA1305000010
623,KP1705001026
KA1504000116,15529
KA17018068,TA1307000126
TA1306000012,15530
TA1309000061,LP-
TA1307000107,KA1504000147
13056,WL-012
595,585
KA1503000015,547
637,15648
13389,13074
TA1307000131,15550
TA1308000038,TA1307000160
TA1308000001,TA1307000061
TA1309000053,TA1308000002
KA1503000015,13276
15653,13266
TA1309000001,TA1307000117
638,13158
TA1307000117,TA1305000035
TA1308000009,KA1503000045
13061,644
,15685
TA1309000007,TA1307000134
chargingstx0,13071
13319,TA1307000158
638,TA1306000012
TA1308000013,13028
13124,LF-005
20251.0,855
13133,TA1307000140
18016,KA1504000142
13109,TA1309000049
18017,13136
TA1307000064,TA1307000138
428,398
TA1305000006,KA1503000064
,TA1307000166
TA1306000010,13008
15539,654
15544,TA1307000131
13017,13179
KA1503000072,SL-012
13042,TA1307000107
331,SL-008
TA1307000001,KA1504000151
KA1504000143,13229
TA1309000037,768
13338,13430
TA1309000021,TA1307000113
13294,20253.0
TA1309000061,TA1307000142
TA1307000127,13085
13164,13053
SL-010,KA1503000043
TA1305000041,TA1305000005
,15648
TA1309000001,13197
TA1309000061,TA1307000126
13136,13179
TA1309000061,23003
TA1305000009,13430
TA1307000143,TA1307000115
TA1307000115,13268
21544,TA1307000038
chargingstx4,TA1306000012
15664,13258
15651,13084
TA1307000142,TA1309000041
13084,TA1309000027
13296,TA1307000052
TA1306000008,13427
13036,13036
13128,TA1305000037
13179,TA1305000014
821,386
TA1309000050,TA1307000158
13235,KA1503000072
637,TA1307000151
13430,TA1309000033
13150,TA1307000066
TA1307000166,13063
KA1503000012,13247
TA1309000043,KA1504000130
KA1504000162,TA1309000021
TA1307000038,TA1307000151
13430,TA1309000024
TA1307000126,15576
KA1504000135,TA1306000010
TA1307000127,632
TA1307000119,15578
13037,13289
576,
13134,TA1308000006
SL-012,TA1307000111
SL-013,13164
TA1307000061,TA1309000043
18067,TA1306000012
TA1307000150,15624
15650,13323
TA1306000013,13011
TA1308000049,13042
13073,13354
13179,22001
13265,TA1307000143
13325,15575
TA1308000026,TA1307000121
WL-008,13036
13319,TA1308000031
KA1504000117,TA1307000039
chargingstx5,13179
LF-005,TA1306000013
13221,TA1305000037
13045,13290
13197,13053
TA1308000006,658
407,
TA1307000039,15535
KA1504000133,TA1307000142
WL-012,352
KA1504000146,15576
13006,TA1306000013
13319,15645
13353,13033
TA1309000011,13162
13084,13266
KA1504000151,KA1504000080
15632,13325
TA1309000058,TA1307000166
517,RP-007
13263,20246.0
TA1309000021,KA1503000022
WL-012,TA1307000001
13053,13011
13354,WL-008
13245,13235
TA1309000029,15650
13303,20246.0
13256,13143
TA1309000026,13235
13242,20252.0
13162,13162
TA1309000024,KA1504000135
TA1307000038,331
15529,13193
464,TA1307000140
TA1307000160,KA1503000075
TA1307000151,TA1307000041
331,637
TA1307000052,TA1307000052
TA1306000026,13269
13056,TA1307000062
TA1306000002,13304
13138,TA1305000034
13045,TA1307000136
KA1504000140,TA1307000163
TA1308000005,13278
13235,13229
13158,15550
TA1307000158,KA1504000160
TA1307000142,TA1307000038
13259,chargingstx5
WL-008,TA1307000159
TA1309000050,15645
13045,TA1309000006
TA1307000144,13434
13063,TA1308000012
TA1305000017,TA1307000153
WL-008,13102
TA1307000119,TA1309000014
TA1307000134,13068
TA1309000055,TA1309000058
SL-005,TA1306000013
13028,13021
TA1307000039,13253
TA1307000041,13022
KA1503000015,23001
TA1307000130,TA1305000004
13008,SL-008
TA1309000008,13011
13138,TA1309000058
13263,18062
13259,15650
TA1307000061,KA1503000044
636,15529
15632,13278
KA1504000117,TA1305000032
13081,13037
TA1309000008,TA1305000022
13058,TA1307000143
KA1504000149,KA1504000078
13434,chargingstx3
TA1309000023,TA1307000113
13146,TA1307000134
13353,KA1504000079
13341,13427
13061,RN-
13263,13179
TA1309000049,13296
13247,TA1308000006
13303,13179
TA1305000034,TA1309000029
638,KA1503000041
23003,13071
13158,13434
TA1305000022,WL-011
TA1309000001,13056
13292,428
13006,15539
TA1307000120,KA1504000103
13430,13269
13325,13300
TA1307000166,13276
KA1503000072,TA1307000143
TA1308000006,TA1308000006
TA1309000008,TA1307000156
TA1305000010,13138
13269,13022
TA1306000025,13158
TA1307000115,13430
18017,KA1503000043
442,KA1504000161
TA1307000107,TA1307000144
13215,15445
TA1306000032,13146
23001,
15546,13029
TA1305000005,SL-011
WL-012,13029
TA1307000131,KA1504000116
13266,TA1309000035
TA1308000019,446
TA1305000032,23003
KA1504000171,TA1309000039
TA1305000039,TA1307000052
TA1307000166,TA1306000016
15622,TA1309000021
13265,13196
TA1305000010,13016
TA1307000006,20252.0
TA1305000032,TA1307000142
TA1308000022,TA1306000012
TA1309000023,13154
KA1503000064,15534
KA1503000009,KA1503000052
TA1309000027,13379
428,KA1504000141
KA1503000002,SL-005
15644,15642
636,TA1306000029
349,16948
TA1309000035,TA1307000126
13258,13288
331,13265
TA1307000142,TA1307000115
340,15689
TA1309000019,TA1307000143
TA1307000153,1048
TA1309000021,13081
13135,TA1307000066
13081,13194
TA1309000033,13296
TA1308000050,TA1309000050
13053,TA1305000022
LP-,13058
13158,TA1305000002
398,444
13085,KA1504000149
13144,13063
16994,396
505,13084
20221,
TA1307000120,TA1305000030
TA1306000003,13248
13028,TA1305000017
TA1309000002,TA1307000048
460,464
TA1307000149,KA1504000149
TA1306000013,TA1307000130
TA1306000029,TA1308000050
SL-005,15539
13158,TA1309000064
TA1307000128,13221
TA1306000003,620
TA1306000014,13289
TA1307000064,TA1307000151
13194,TA1305000011
TA1307000159,TA1307000044
15578,13008
TA1308000045,KA1503000066
525,605
TA1308000013,TA1309000055
13061,KA1504000114
KA1503000041,KA1504000135
340,KA1503000068
TA1307000126,KA1504000093
13224,TA1305000003
TA1306000013,TA1305000022
13434,021320
15667,18062
13017,20246.0
13016,TA1308000049
494,13063
TA1309000061,18067
13389,TA1309000027
TA1306000032,13235
WL-012,13304
TA1306000009,20254.0
13289,13290
13154,13294
TA1306000032,LP-
13431,15534
15655,518
13021,TA1308000031
TA1307000120,TA1306000025
TA1307000039,13194
620,13017
20246.0,KA1504000135
13011,KA1504000135
KA1504000090,13242
TA1309000023,TA1306000026
TA1307000158,TA1307000006
TA1306000012,TA1309000023
15653,TA1306000010
TA1306000026,TA1309000033
13132,13132
13053,TA1307000130
SL-008,TA1307000131
13156,TA1306000010
415,13256
15545,KA1503000074
418,420
401,549
TA1306000029,TA1305000011
16953,16953
KA1504000155,931
TA1306000007,TA1307000111
13197,13138
TA1307000048,TA1309000011
TA1305000002,15534
13063,KA1504000158
13278,13341
13215,13138
18017,15651
13194,TA1308000050
21544,TA1307000115
TA1307000143,TA1307000038
13292,KA1504000096
TA1307000064,331
SL-010,TA1305000010
TA1307000107,15534
TA1308000019,TA1309000036
13179,13389
13229,TA1309000019
13075,SL-005
13277,13068
15534,TA1308000001
KA1503000012,TA1308000049
599,596
13136,20246.0
13158,13050
TA1307000156,13058
13033,
13034,13021
KA17018068,13278
TA1306000009,TA1305000041
636,13006
638,TA1307000005
16906,537
TA1306000011,TA1306000032
TA1309000024,TA1307000117
TA1309000061,chargingstx0
15539,TA1307000130
TA1307000126,KA1504000158
KA1504000116,TA1307000001
13068,18058
13338,TA1309000019
KA1504000128,452
TA1309000025,13338
13263,TA1307000136
TA1308000049,15534
13217,13075
KA1503000022,13085
15624,KA1504000141
22001,475
13303,TA1309000006
TA1308000013,TA1305000004
13243,KA1504000090
KA1504000158,KA1504000143
KA1503000022,632
,13294
TA1309000032,331
TA1307000064,TA1308000029
KA1504000116,TA1306000014
TA1305000011,LF-005
KA1503000034,TA1309000026
15645,
13132,TA1307000151
TA1307000039,TA1307000039
13084,13290
chargingstx0,TA1305000014
TA1306000025,WL-012
TA1307000048,TA1308000029
TA1307000124,SL-005
KA1503000071,TA1308000002
TA1305000020,TA1308000019
TA1309000061,13278
KA1503000044,KA1503000043
13156,13332
13268,TA1307000127
SL-010,13263
KA1504000078,15578
418,13354
657,TA1306000003
15535,13193
TA1308000031,TA1305000014
TA1307000006,13249
TA1309000058,TA1307000150
438,15622
13017,13022
18003,13276
13034,13427
TA1306000007,636
15529,TA1306000013
352,326
TA1306000013,TA1309000029
TA1308000029,TA1308000049
TA1307000117,chargingstx3
13193,TA1307000041
TA1308000001,SL-007
13056,13323
18062,
13271,KA1503000043
KA1504000101,TA1307000153
13068,638
KA1503000043,657
TA1307000163,632
WL-011,13289
623,KA1503000041
13213,TA1308000046
KA1504000139,13253
13042,13056
KA1504000134,13011
WL-012,13341
TA1309000058,13193
TA1306000014,TA1308000049
SL-011,13191
TA1308000022,13068
13150,TA1306000002
13249,KA1504000127
TA1307000107,TA1308000022
TA1307000156,TA1309000023
TA1306000006,13001
TA1307000151,13033
13071,TA1309000036
SL-012,13056
20257.0,TA1307000041
TA1307000041,13179
TA1307000117,657
TA1305000004,15544
13033,KA1504000117
13016,13289
TA1309000012,KA1504000078
KA1504000133,13278
TA1309000059,KA1503000041
430,15529
TA1309000036,TA1305000020
TA1306000010,13137
13341,13021
KA1503000043,chargingstx3
WL-012,TA1305000001
RP-008,KA1504000156
TA1308000022,TA1309000049
TA1309000039,13430
517,KA1504000175
15546,TA1305000001
13323,chargingstx5
TA1306000015,KA1504000134
TA1305000003,TA1307000111
20236,595
TA1305000005,13247
,E011
TA1307000136,TA1308000047
13156,13164
13058,LP-
654,TA1306000012
TA1309000004,TA1305000009
13061,13008
13146,TA1306000007
TA1307000113,TA1305000037
16918,16916
TA1305000002,WL-008
TA1308000005,TA1306000003
598,E002
,391
KA1504000159,RP-005
13216,TA1308000046
TA1305000041,
,TA1307000150
13144,TA1305000041
KA1504000133,chargingstx0
331,TA1307000127
TA1305000034,TA1305000022
TA1307000038,2059
TA1306000026,TA1308000050
TA1308000050,TA1307000038
TA1307000107,13059
TA1309000004,13430
13068,13017
RP-009,RP-006
RN-,654
382,833
15539,TA1305000022
KA1503000012,13289
TA1309000019,LP-
20252.0,13235
TA1307000062,chargingstx3
KA1503000004,13431
TA1307000124,TA1309000008
,13193
TA1306000025,TA1307000121
15576,15576
15632,TA1306000003
13266,KA17018068
KA1504000127,KA1504000080
13135,426
,866
,13075
13278,15529
TA1309000064,TA1307000038
312,
15445,KA1503000038
20251.0,13353
TA1307000136,chargingstx1
15530,13033
565,
13138,KA1503000044
TA1307000062,18017
TA1305000025,SL-008
13430,TA1308000050
23003,TA1305000014
638,WL-012
KA1503000007,15544
13138,15628
638,15546
13011,13248
TA1308000005,18067
TA1306000010,TA1309000002
520,RP-001
15621,chargingstx5
KA17018054,13156
623,21544
LP-,15631
15539,13011
KA1504000110,13217
TA1309000007,13036
TA1306000009,TA1306000016
13319,TA1309000014
TA1308000012,TA1308000047
KA1503000012,TA1305000030
13158,638
KA1503000041,13248
KA1504000104,13073
13191,TA1307000166
TA1307000062,13058
TA1308000049,TA1309000059
TA1307000039,TA1305000006
13420,KA1503000072
TA1307000117,021320
TA1306000011,TA1306000009
13341,TA1305000017
TA1307000041,20246.0
13431,13042
TA1305000005,TA1308000049
TA1305000030,TA1306000006
TA1307000126,TA1308000012
13271,13235
TA1306000009,13276
13258,15651
13215,13216
TA1309000014,KA1504000080
13135,TA1306000002
13290,13155
13269,13179
KA1503000022,13144
TA1309000035,13278
18067,13068
LF-005,13221
KA1503000041,TA1307000117
13278,TA1306000029
TA1306000013,15545
TA1305000020,13156
13108,15576
TA1307000107,13042
13323,TA1307000107
TA1309000049,TA1309000050
,473
13085,TA1308000005
15575,13253
340,15691
438,13138
623,TA1306000012
TA1305000014,13379
13016,TA1305000030
KA1503000043,13058
20246.0,TA1307000117
13036,TA1307000134
13033,TA1305000005
13073,13269
TA1309000032,TA1305000032
TA1307000129,13150
13011,TA1307000117
13263,13022
22001,TA1308000006
13259,13256
13300,13276
13138,TA1307000120
15443,TA1305000003
TA1307000142,13073
718,
TA1307000048,15541
13257,TA1307000039
13022,TA1309000036
13303,13022
TA1307000160,TA1307000164
chargingstx4,WL-012
13290,13434
15687,
TA1307000131,13017
TA1306000029,13269
13192,TA1307000061
TA1306000010,RN-
644,13206
TA1307000066,
13143,TA1305000032
13164,13216
TA1308000012,TA1305000029
chargingstx5,TA1307000136
13257,13242
TA1307000117,13058
TA1307000134,21544
309,351
TA1305000029,TA1307000151
13084,13259
13290,13050
650,20121
KA1503000044,13146
13276,
KA1504000134,TA1305000022
13022,TA1305000003
13398,KA1503000007
SL-008,13420
WL-011,TA1305000030
13154,TA1307000166
13163,13135
13132,13432
13430,TA1305000011
TA1309000059,TA1306000012
18017,13288
16970,20239
13158,13017
TA1309000029,17660
chargingstx4,TA1307000121
TA1307000136,13229
TA1305000010,13216
TA1309000010,13430
TA1307000127,13268
TA1308000046,021320
632,TA1305000037
TA1307000164,TA1307000160
chargingstx4,TA1309000049
TA1309000033,LF-005
638,TA1307000121
13215,13213
13154,15648
18016,15575
TA1305000030,13061
TA1306000003,KA1504000135
KA1504000146,TA1308000012
TA1309000025,KA1504000149
TA1309000007,TA1306000007
TA1305000004,TA1305000006
TA1308000031,13389
KA1503000064,13042
13061,13138
13029,13276
TA1306000009,23001
TA1305000037,13248
15529,15539
TA1307000166,TA1305000041
SL-007,TA1309000007
13259,17660
21544,13073
13033,624
KA1503000014,TA1307000160
TA1309000049,LF-005
TA1309000010,TA1305000009
13277,KA1503000041
13353,TA1309000007
TA1305000006,13156
KA1504000171,TA1307000052
KA1503000072,13134
13345,13420
,KA1504000101
15578,13137
13029,TA1306000016
KA1503000027,13045
23003,22001
331,TA1306000008
TA1307000131,638
620,KA1504000116
13021,13045
TA1306000002,TA1305000001
16010,13084
TA1306000010,13053
13224,13224
637,13221
13196,TA1307000038
TA1305000039,13192
TA1305000020,TA1305000030
TA1309000008,TA1309000033
TA1306000015,TA1305000032
TA1305000009,KA1503000012
20254.0,13124
TA1306000003,13056
13247,13036
13162,TA1305000032
TA1305000039,15544
SL-011,
TA1307000111,
13137,13063
428,15650
KA1504000140,18003
KA1503000043,TA1309000023
624,TA1305000030
13146,13266
13056,13068
13247,518
TA1309000036,13058
TA1305000014,13179
RN-,13276
TA1305000014,KA1504000096
13307,23001
E008,E002
TA1309000002,TA1307000151
TA1307000119,TA1307000041
TA1307000121,13163
TA1307000115,TA1309000004
TA1308000047,KA1504000146
chargingstx5,13074
13068,TA1309000036
13229,TA1306000009
13011,TA1307000107
TA1309000006,18062
13263,TA1309000027
TA1308000022,13323
13156,18062
TA1307000134,TA1309000049
657,13045
TA1305000039,TA1305000032
13080,13146
13136,438
13099,KA1504000109
SL-011,13080
WL-008,13164
TA1306000015,13192
13224,13084
13303,TA1309000027
TA1305000039,TA1309000025
KA1503000044,13263
13278,13128
13325,13319
13157,TA1307000124
KA1504000171,TA1308000021
631,TA1307000120
15530,TA1309000007
TA1307000062,TA1309000023
TA1306000012,TA1308000001
13194,TA1308000049
TA1305000011,TA1307000124
TA1309000023,TA1307000166
KA1503000018,KA1503000020
474,
SL-008,13063
13269,TA1307000136
KA1504000156,RP-005
13089,TA1309000004
13294,TA1305000041
13045,13332
TA1309000010,TA1307000128
TA1307000161,647
TA1309000049,546
13008,13075
TA1306000012,TA1305000020
TA1309000014,KA1504000155
TA1307000111,13133
13164,13160
638,21544
,TA1306000013
TA1307000134,TA1307000070
13216,KA1503000005
13332,KA1504000109
TA1305000006,TA1306000025
TA1309000061,TA1308000031
632,13235
15623,KA1504000090
657,15651
13338,KA1503000012
TA1306000015,TA1309000025
TA1307000111,15646
TA1309000066,13235
KA1503000015,TA1307000131
SL-008,KA1706005007
TA1309000039,TA1309000019
KA1503000022,13430
17660,13056
20246.0,TA1307000111
15648,TA1309000029
TA1309000018,TA1308000001
655,TA1309000035
TA1309000004,13139
13338,TA1306000015
TA1307000124,SL-008
620,TA1305000014
TA1309000010,13089
TA1308000019,13084
13011,TA1307000111
KA1706005015,
13278,TA1307000149
TA1309000042,KA1504000146
13133,TA1309000018
KA1503000044,TA1306000003
TA1306000014,TA1309000024
13061,15529
TA1305000006,TA1305000030
KA1503000011,KA1503000013
15643,316
TA1309000007,TA1306000010
KA1503000041,TA1307000111
13235,13137
13006,13132
13319,TA1307000126
13022,TA1308000012
314,810
TA1305000032,15667
TA1308000029,TA1309000024
RP-001,KA1504000151
KA1504000133,TA1308000031
TA1305000001,TA1307000139
13021,13033
16806,514
TA1308000019,13224
13099,13158
13197,13160
TA1307000144,TA1309000036
TA1309000033,TA1307000038
13216,SL-012
13059,TA1309000049
523,13042
,20241
KA1504000156,517
TA1306000014,KA1504000103
TA1305000025,TA1306000008
TA1307000163,13430
15571,TA1309000015
18016,15631
13345,KA1706005007
chargingstx1,18067
,20215
13263,TA1308000009
TA1305000029,TA1308000029
TA1309000010,TA1307000061
544,
LF-005,TA1307000166
13045,TA1306000007
605,E002
15535,TA1306000013
13006,TA1307000166
TA1308000001,13427
20104,20108
13071,18058
TA1305000029,TA1309000010
TA1309000010,TA1305000025
13061,KA1503000072
TA1306000007,KA1504000135
13245,13136
13061,chargingstx1
TA1307000039,KA1504000134
TA1308000029,KA1504000103
TA1309000030,TA1306000008
KA1504000127,13058
15541,TA1307000120
655,TA1309000026
TA1309000050,TA1307000126
WL-012,TA1306000029
TA1307000138,TA1309000029
TA1307000139,13217
13248,18062
TA1307000136,13034
13085,TA1306000032
13061,TA1307000006
15550,TA1308000014
18003,20253.0
13332,13158
623,13001
TA1306000029,TA1308000049
TA1307000064,TA1307000039
13338,643
20128,
TA1309000029,KA1504000135
TA1309000042,13011
13338,TA1309000004
TA1309000035,TA1309000015
13296,TA1309000025
15550,TA1307000124
TA1307000005,15446
13288,
TA1307000113,13235
WL-011,13354
TA1305000003,13197
TA1309000007,13266
18067,13323
13109,KA1503000034
472,TA1309000036
13154,637
TA1305000032,TA1308000031
TA1307000128,TA1307000151
TA1307000064,13221
TA1309000019,13288
13241,13265
13307,13011
TA1307000005,TA1307000005
2059,13089
chargingstx3,331
654,13001
TA1307000127,13144
13016,TA1308000019
660,15575
TA1309000023,TA1307000064
381,
20251.0,TA1305000034
TA1305000002,13036
TA1306000006,TA1306000012
TA1305000011,TA1307000038
TA1305000003,636
13080,13278
13431,13102
TA1309000004,TA1307000128
TA1309000033,TA1307000115
13224,13434
TA1309000041,TA1309000058
13158,13155
KA1503000044,13196
13277,TA1309000049
